neck_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,head_yaw_deg,head_pitch_deg,head_roll_deg
133.343,97.938,108.851,129.985,124.874,16.265,56.963,2.608,6.454,101.659,-68.407,1.209
133.187,98.295,107.796,129.992,106.426,33.672,37.350,12.129,19.785,108.837,-69.187,1.516
133.037,98.295,106.779,132.161,105.393,37.563,36.418,14.384,20.621,112.239,-69.340,1.997
132.918,98.287,106.079,131.465,102.624,41.897,36.576,15.676,20.819,123.887,-69.400,1.357
133.137,98.501,105.712,129.468,100.795,43.567,37.066,15.395,21.382,123.999,-67.933,1.794
132.902,98.579,105.683,129.090,102.039,42.027,38.955,14.651,19.119,129.641,-67.226,3.313
132.624,98.682,106.278,128.864,111.815,39.579,39.124,5.624,17.017,120.462,-66.847,5.903
133.028,98.721,106.446,132.136,115.430,37.615,38.653,4.069,17.686,107.695,-67.294,7.649
132.665,98.534,106.408,132.529,106.960,38.409,32.613,4.813,21.648,103.540,-65.888,9.936
132.580,98.797,106.297,139.270,101.890,40.682,31.808,4.602,22.331,98.923,-66.632,11.339
131.596,98.721,106.545,141.197,104.276,40.988,32.029,4.013,22.553,101.281,-68.008,12.142
131.012,98.528,107.112,141.179,108.118,36.911,33.709,2.685,21.763,96.744,-68.763,11.729
130.203,98.207,107.656,138.914,112.055,30.027,35.123,12.344,21.845,92.753,-69.184,11.834
129.210,97.926,107.577,134.460,105.898,27.422,36.390,18.439,20.411,93.559,-68.044,11.365
128.892,97.811,107.855,132.016,109.246,20.607,37.609,24.574,19.407,95.030,-67.828,11.132
128.903,97.629,109.201,134.035,115.476,17.429,38.970,26.415,18.174,91.573,-67.391,10.354
129.104,97.261,111.910,135.576,137.872,19.305,44.704,26.433,12.473,90.170,-67.145,9.985
129.244,97.210,112.339,136.457,142.451,21.210,48.029,24.796,10.325,91.735,-68.641,9.446
129.029,96.565,112.641,137.217,140.630,21.219,48.086,23.693,10.277,94.284,-69.895,8.434
129.293,96.193,111.787,137.256,140.532,20.545,48.496,21.417,10.454,94.204,-70.378,7.358
129.108,96.097,110.972,137.682,144.725,27.713,42.063,15.526,15.092,88.252,-70.975,7.287
129.899,96.215,110.603,137.877,149.034,33.758,39.423,14.928,15.707,88.038,-72.093,7.308
129.602,96.297,110.778,137.373,148.224,33.628,39.324,15.432,15.652,106.329,-73.428,7.386
129.757,96.070,110.597,138.308,147.582,27.695,43.639,26.861,11.678,119.920,-73.491,6.466
130.225,95.355,110.472,133.978,153.279,23.871,50.275,35.149,7.085,118.828,-73.644,5.910
130.024,95.217,109.367,134.997,157.875,21.611,50.734,36.233,6.574,128.341,-73.764,4.867
130.224,95.294,108.037,132.588,150.556,21.195,51.648,33.871,6.348,131.942,-72.787,4.375
130.400,95.338,106.981,131.196,159.386,24.987,51.731,32.890,6.597,143.491,-70.496,3.592
130.444,95.245,107.328,126.796,161.243,35.767,57.438,41.387,3.380,140.413,-71.190,2.997
130.485,95.052,107.979,120.630,160.556,42.655,63.069,46.832,0.608,141.705,-71.019,2.172
129.977,94.845,108.703,116.196,152.516,42.908,64.863,62.329,0.571,139.613,-71.598,2.017
129.429,94.916,108.767,116.644,152.900,40.433,64.556,58.848,3.029,127.208,-73.792,1.563
127.807,95.339,108.809,113.974,144.008,25.258,65.782,47.573,3.096,111.977,-75.305,1.824
127.224,95.480,108.879,115.375,136.953,10.936,67.044,33.803,4.230,101.599,-75.971,2.159
126.565,95.493,109.284,120.740,128.483,2.748,70.378,29.045,0.874,104.912,-75.971,2.874
126.423,95.437,109.382,122.427,128.277,1.342,70.387,26.829,0.959,108.251,-76.072,2.192
126.504,95.478,108.953,130.157,127.551,2.906,68.314,26.927,0.979,108.878,-76.549,2.186
127.396,95.548,107.792,137.954,122.453,20.182,67.369,29.898,0.464,124.802,-76.537,2.795
128.481,95.429,107.297,141.977,126.534,34.855,66.977,37.014,0.909,137.906,-75.652,2.470
128.511,95.530,107.344,141.549,128.274,35.679,68.366,40.299,1.989,137.657,-75.797,2.343
128.131,95.402,107.430,140.207,135.461,35.940,69.585,40.719,2.203,138.525,-75.196,1.006
126.369,95.577,107.795,136.656,136.151,25.024,71.125,34.743,2.773,133.706,-76.281,0.853
125.078,95.931,107.654,133.813,139.641,9.382,73.615,32.457,2.811,133.306,-76.773,0.572
124.982,96.442,108.001,135.215,138.953,15.836,73.323,24.566,2.714,128.958,-76.982,0.445
125.065,96.749,107.885,136.744,136.128,31.529,72.642,13.061,1.105,132.508,-76.378,0.689
125.972,96.949,108.066,138.049,129.839,61.606,60.829,44.220,5.654,123.605,-76.967,1.373
126.393,97.888,108.897,143.693,134.087,75.972,55.771,61.114,10.631,128.666,-75.666,1.704
128.213,99.147,109.549,155.574,130.822,76.713,48.451,53.297,21.952,125.021,-74.097,4.967
130.353,99.853,110.433,113.198,128.050,69.267,48.376,42.273,31.853,132.149,-72.943,8.503
130.345,99.530,110.369,106.055,125.787,43.909,62.680,24.952,26.390,138.172,-73.076,8.708
129.460,101.022,109.315,104.724,120.606,43.858,80.315,8.073,15.451,135.055,-74.249,9.326
127.751,103.755,108.907,141.412,115.292,43.080,87.235,29.921,14.337,133.248,-76.647,7.661
128.010,104.572,109.430,53.370,110.603,33.213,81.249,92.801,19.379,131.872,-76.253,8.050
130.843,105.761,110.459,0.519,106.202,24.479,67.087,72.266,29.241,134.602,-72.406,6.758
133.083,107.552,111.048,4.110,105.737,33.821,66.369,69.498,27.765,130.125,-70.383,6.571
133.748,107.414,110.657,6.888,108.419,36.266,70.519,63.024,23.535,132.084,-71.298,6.587
133.603,105.593,110.690,31.562,108.415,39.384,73.914,31.808,25.428,139.599,-72.029,6.982
132.666,105.975,109.857,90.089,109.270,29.735,70.427,23.462,29.705,150.302,-72.993,6.864
132.999,110.657,110.952,120.240,109.858,8.264,47.613,15.580,55.683,142.336,-73.814,7.335
152.004,23.694,104.932,33.062,104.287,43.011,65.559,14.662,78.607,29.818,-53.682,95.352
159.623,8.462,95.556,92.202,101.255,49.441,110.114,28.739,48.733,-7.950,-63.047,132.729
156.015,10.195,97.153,90.083,101.255,54.558,78.393,28.739,67.084,-3.141,-66.396,132.894
94.613,73.649,103.793,99.994,99.008,97.180,116.840,99.256,33.962,178.756,-71.349,-6.563
156.922,87.283,105.222,109.365,124.987,32.523,85.725,58.846,94.444,168.539,-71.564,-6.166
160.273,79.178,117.897,103.536,109.285,30.672,96.018,31.098,22.469,-162.552,-55.159,-44.769
52.446,86.225,20.088,53.053,174.373,110.202,38.543,29.241,31.402,92.801,-40.961,-40.116
45.044,58.431,19.342,57.007,174.375,118.238,35.123,25.913,30.893,89.808,-42.557,-41.810
58.629,67.550,87.676,57.336,105.578,114.175,40.934,42.352,79.310,95.918,-40.803,-38.742
129.970,117.075,110.190,53.362,100.175,37.325,87.923,16.436,23.236,115.985,-73.255,1.483
130.398,115.077,109.786,51.447,99.994,28.909,85.520,2.198,25.560,120.707,-74.260,4.441
130.687,114.293,109.811,47.034,99.641,23.031,83.313,5.903,27.848,122.312,-75.586,4.151
130.412,113.859,109.576,91.790,98.823,18.189,79.861,3.823,30.652,128.360,-74.844,4.981
129.960,113.983,108.671,90.989,98.782,16.192,78.509,4.171,30.955,129.003,-75.399,5.560
151.139,120.510,105.458,36.711,96.229,8.122,76.678,5.938,33.596,166.840,-67.337,4.197
175.974,99.571,101.533,5.910,98.175,11.671,81.415,17.192,35.099,-178.436,-58.986,1.474
176.502,102.340,101.456,5.320,99.137,10.455,75.699,34.397,49.618,-176.664,-59.886,-0.196
153.415,122.003,104.836,28.412,98.108,19.726,68.769,42.409,49.731,173.269,-68.570,2.183
143.344,125.877,91.002,19.862,63.830,96.938,75.405,51.100,15.581,160.614,-78.723,-6.499
133.758,86.462,66.067,28.168,60.568,96.934,77.027,19.064,14.177,144.360,-75.529,-14.852
47.298,12.210,16.078,36.564,58.856,44.449,38.987,19.583,14.846,73.544,-71.656,136.956
45.931,15.170,14.377,19.018,56.399,48.083,43.693,18.543,12.283,53.081,-58.848,68.976
56.851,30.687,24.819,17.560,56.700,55.653,44.083,56.826,12.432,47.473,-53.118,22.925
79.885,59.479,108.382,20.853,126.662,78.700,55.102,92.457,104.601,78.484,-63.640,7.813
96.361,125.028,103.634,48.597,97.973,106.608,44.238,76.987,106.730,95.174,-63.937,4.371
96.304,125.494,103.633,48.346,98.274,108.994,44.412,59.640,106.282,96.029,-63.562,3.903
108.013,133.333,105.261,35.902,99.580,108.287,48.790,59.437,106.585,109.316,-60.693,0.922
175.060,101.363,101.037,27.034,95.543,16.364,62.226,81.719,49.090,-178.193,-58.578,0.314
174.999,100.922,101.394,27.946,94.962,16.575,56.006,80.236,53.895,-179.714,-57.929,-0.243
150.740,89.536,105.203,18.832,94.704,22.294,60.239,66.458,47.740,160.592,-68.594,0.974
127.952,97.718,108.237,15.740,94.894,30.649,56.561,43.108,49.092,112.144,-75.302,1.585
128.518,93.777,108.845,11.096,94.490,32.744,49.582,26.082,53.856,108.236,-74.225,2.780
128.925,94.114,108.343,11.026,94.841,32.254,45.130,22.867,55.289,108.412,-75.905,2.787
128.621,93.778,108.120,11.346,94.986,34.160,41.671,20.505,56.263,115.752,-76.143,2.655
128.293,93.965,108.020,11.781,95.339,35.127,39.753,19.535,56.214,126.169,-77.298,2.691
152.102,78.306,105.240,8.485,93.848,32.301,36.361,18.308,58.465,171.671,-68.707,1.527
175.497,65.180,101.958,5.651,94.714,29.483,38.901,20.462,59.635,-177.617,-58.484,1.440
175.506,64.257,101.710,5.628,94.007,28.481,39.947,18.988,60.077,-178.149,-58.059,0.938
175.593,64.049,101.130,5.740,95.271,28.766,40.900,18.629,59.065,-179.605,-58.465,1.383
153.709,77.175,104.636,8.802,95.416,31.895,41.137,24.387,55.445,169.221,-67.241,1.295
129.267,93.266,107.836,12.824,95.435,37.091,41.713,23.808,54.308,128.464,-76.832,1.620
129.000,93.409,108.467,13.032,94.997,37.495,41.911,21.932,53.977,123.278,-76.937,1.912
128.447,93.883,108.673,13.338,94.743,37.223,40.043,18.336,57.516,129.007,-76.658,2.991
128.404,96.055,108.717,20.244,95.576,37.080,40.002,13.584,59.093,127.908,-76.165,2.990
127.888,101.031,109.372,37.381,95.961,35.193,33.122,9.583,68.597,130.800,-76.368,3.505
127.956,101.219,109.134,38.038,95.672,34.923,29.857,12.445,72.805,133.471,-75.957,4.542
169.702,97.227,79.657,30.692,70.215,45.557,100.868,59.229,96.863,168.719,27.938,-100.707
141.373,90.963,75.796,21.182,63.889,44.199,139.759,62.351,35.376,163.584,52.683,-100.951
79.534,102.473,104.146,100.168,59.048,20.514,148.655,90.701,23.774,-16.301,62.623,-81.419
79.710,107.955,103.675,95.792,60.690,19.110,153.884,90.591,16.585,-15.460,63.132,-81.965
80.310,107.377,103.694,90.274,61.071,16.177,155.142,83.829,15.302,-15.563,63.369,-81.994
82.141,107.276,103.666,94.452,60.479,14.217,154.917,69.069,14.836,-15.336,63.329,-81.877
82.540,107.436,103.631,94.520,58.277,13.233,155.084,70.144,14.881,-15.018,63.252,-82.066
82.670,105.924,103.310,97.023,57.612,12.055,154.168,58.302,16.021,-14.393,63.342,-82.353
83.637,106.342,103.181,96.550,56.541,12.277,152.821,35.449,17.089,-12.540,61.038,-82.431
105.640,57.031,145.289,171.933,62.864,16.415,149.688,33.377,14.869,-129.396,43.862,-50.911
121.432,64.158,154.644,157.393,86.269,21.733,138.672,31.463,6.753,-146.882,34.948,-49.475
177.887,103.955,157.038,92.457,107.242,16.834,90.516,49.832,44.131,168.466,-60.117,0.914
149.913,103.356,146.852,96.088,100.317,14.912,87.206,50.146,44.368,144.850,-72.832,-0.125
113.802,97.188,131.220,68.060,110.511,49.157,80.113,18.112,48.016,42.138,-63.612,-1.141
113.708,98.159,132.458,127.092,162.862,47.563,82.622,21.888,46.935,45.383,-63.666,-1.473
115.431,99.179,134.488,121.446,164.936,47.399,81.256,24.891,48.707,44.476,-61.803,-1.136
128.509,96.186,124.391,122.065,98.476,32.314,81.387,52.468,48.009,70.624,-69.280,-0.154
128.851,96.318,124.107,130.060,99.544,31.992,80.787,52.280,48.449,69.661,-70.141,0.081
128.125,96.097,124.921,131.939,110.542,31.241,79.879,52.007,44.176,66.407,-71.895,1.159
127.459,96.456,124.670,130.912,107.539,30.682,80.058,51.386,43.791,72.101,-73.082,1.593
127.595,96.483,124.206,130.769,106.302,30.736,79.838,51.265,43.766,77.521,-73.748,1.596
127.460,96.707,124.021,129.203,103.118,30.872,79.989,52.266,45.623,78.810,-74.179,1.604
126.886,96.800,124.436,127.540,104.400,30.514,79.971,52.390,45.604,83.563,-74.471,0.358
127.412,97.033,124.317,125.608,103.785,30.086,79.221,54.513,48.126,90.238,-74.354,-0.386
127.826,97.282,124.473,123.659,103.664,29.980,79.299,55.706,49.481,95.510,-74.710,-0.767
129.387,97.508,124.740,123.314,104.565,29.696,78.598,59.586,53.487,94.727,-75.063,-1.512
129.506,97.514,123.995,123.398,105.005,29.650,78.136,62.015,55.382,91.980,-74.615,-0.373
129.500,97.438,123.651,123.800,105.728,29.670,78.178,63.210,56.258,81.421,-72.789,-0.030
129.086,97.719,122.907,124.130,105.779,30.584,78.567,61.662,54.607,77.015,-72.629,0.398
128.683,97.499,124.030,124.973,102.605,30.740,79.271,61.264,53.506,83.656,-72.937,-0.013
128.791,97.623,124.222,126.444,100.416,30.259,79.442,60.602,53.260,91.222,-74.186,-0.059
128.743,97.561,124.440,126.564,100.205,29.097,78.903,58.249,51.863,91.277,-74.957,-0.516
128.376,97.278,124.367,125.905,101.773,28.623,78.300,56.836,50.982,91.296,-74.847,-1.105
127.614,97.203,123.047,125.608,104.140,28.756,78.094,57.215,50.907,87.812,-74.404,-1.416
127.686,97.438,122.656,125.541,104.688,29.931,79.673,57.631,49.832,93.230,-74.641,-1.282
127.842,97.463,121.726,125.896,105.993,30.602,79.708,60.032,51.387,94.833,-74.916,-1.289
